dataset,method,model,split,config,alpha,noise_rate,erasure_rate,runs,attained_runs,N_clean_mean,N_attack_mean,compensation_ratio_mean,compensation_ratio_std
toolbench,rank,gemini-flash,G1_tool,top3,0.01,0.2,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top3,0.01,0.2,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top3,0.01,0.3,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top3,0.01,0.3,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top3,0.01,0.3,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top3,0.01,0.3,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top3,0.01,0.3,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top3,0.01,0.3,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top3,0.01,0.5,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top3,0.01,0.5,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top3,0.01,0.5,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top3,0.01,0.5,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top3,0.01,0.5,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top3,0.01,0.5,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.0,0.0,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.0,0.1,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.0,0.2,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.0,0.3,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.0,0.5,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.0,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.05,0.0,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.05,0.1,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.05,0.2,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.05,0.3,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.05,0.5,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.05,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.1,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.1,0.1,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.1,0.2,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.1,0.3,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.1,0.5,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.1,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.15,0.0,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.15,0.1,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.15,0.2,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.15,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.15,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.15,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.2,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.2,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.2,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.2,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.2,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.2,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.3,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.3,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.3,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.3,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.3,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.3,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.5,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.5,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.5,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.5,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.5,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G1_tool,top5,0.01,0.5,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.0,0.0,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.0,0.1,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.0,0.2,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.0,0.3,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.0,0.5,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.0,0.7,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.05,0.0,3,3,10,13.333333333333334,1.3333333333333333,0.5773502691896257
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.05,0.1,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.05,0.2,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.05,0.3,3,3,10,13.333333333333334,1.3333333333333333,0.5773502691896257
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.05,0.5,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.05,0.7,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.1,0.0,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.1,0.1,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.1,0.2,3,3,10,13.333333333333334,1.3333333333333333,0.5773502691896257
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.1,0.3,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.1,0.5,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.1,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.15,0.0,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.15,0.1,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.15,0.2,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.15,0.3,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.15,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.15,0.7,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.2,0.0,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.2,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.2,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.2,0.3,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.2,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.2,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.3,0.0,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.3,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.3,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.3,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.3,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.3,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.5,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.5,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.5,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.5,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.5,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,full_rank,0.01,0.5,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.0,0.0,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.0,0.1,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.0,0.2,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.0,0.3,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.0,0.5,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.0,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.05,0.0,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.05,0.1,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.05,0.2,3,3,10,13.333333333333334,1.3333333333333333,0.5773502691896257
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.05,0.3,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.05,0.5,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.05,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.1,0.0,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.1,0.1,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.1,0.2,3,3,10,13.333333333333334,1.3333333333333333,0.5773502691896257
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.1,0.3,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.1,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.1,0.7,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.15,0.0,3,2,10,15,1.5,0.7071067811865476
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.15,0.1,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.15,0.2,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.15,0.3,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.15,0.5,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.15,0.7,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.2,0.0,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.2,0.1,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.2,0.2,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.2,0.3,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.2,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.2,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.3,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.3,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.3,0.2,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.3,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.3,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.3,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.5,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.5,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.5,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.5,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.5,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top10,0.01,0.5,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.0,0.0,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.0,0.1,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.0,0.2,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.0,0.3,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.0,0.5,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.0,0.7,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.05,0.0,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.05,0.1,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.05,0.2,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.05,0.3,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.05,0.5,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.05,0.7,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.1,0.0,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.1,0.1,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.1,0.2,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.1,0.3,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.1,0.5,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.1,0.7,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.15,0.0,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.15,0.1,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.15,0.2,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.15,0.3,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.15,0.5,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.15,0.7,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.2,0.0,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.2,0.1,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.2,0.2,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.2,0.3,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.2,0.5,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.2,0.7,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.3,0.0,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.3,0.1,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.3,0.2,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.3,0.3,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.3,0.5,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.3,0.7,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.5,0.0,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.5,0.1,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.5,0.2,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.5,0.3,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.5,0.5,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top2,0.01,0.5,0.7,3,0,,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.0,0.0,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.0,0.1,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.0,0.2,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.0,0.3,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.0,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.0,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.05,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.05,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.05,0.2,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.05,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.05,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.05,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.1,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.1,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.1,0.2,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.1,0.3,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.1,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.1,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.15,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.15,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.15,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.15,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.15,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.15,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.2,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.2,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.2,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.2,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.2,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.2,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.3,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.3,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.3,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.3,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.3,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.3,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.5,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.5,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.5,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.5,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.5,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top3,0.01,0.5,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.0,0.0,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.0,0.1,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.0,0.2,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.0,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.0,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.0,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.05,0.0,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.05,0.1,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.05,0.2,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.05,0.3,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.05,0.5,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.05,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.1,0.0,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.1,0.1,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.1,0.2,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.1,0.3,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.1,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.1,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.15,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.15,0.1,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.15,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.15,0.3,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.15,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.15,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.2,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.2,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.2,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.2,0.3,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.2,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.2,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.3,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.3,0.1,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.3,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.3,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.3,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.3,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.5,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.5,0.1,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.5,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.5,0.3,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.5,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_category,top5,0.01,0.5,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.0,0.0,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.0,0.1,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.0,0.2,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.0,0.3,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.0,0.5,3,2,10,15,1.5,0.7071067811865476
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.0,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.05,0.0,3,3,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.05,0.1,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.05,0.2,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.05,0.3,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.05,0.5,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.05,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.1,0.0,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.1,0.1,3,3,10,13.333333333333334,1.3333333333333333,0.5773502691896257
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.1,0.2,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.1,0.3,3,1,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.1,0.5,3,0,10,,,
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.1,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.15,0.0,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.15,0.1,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.15,0.2,3,0,10,,,
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.15,0.3,3,2,10,10,1.0,0.0
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.15,0.5,3,1,10,20,2.0,0.0
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.15,0.7,3,0,10,,,
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.2,0.0,3,0,10,,,
toolbench,rank,gemini-flash,G2_instruction,full_rank,0.01,0.2,0.1,3,0,10,,,
